division;iteration_key;arousal_zelle;valence_zelle;dichte
MA;11;0,35;0,8167;0,0096
MA;11;0,35;0,85;0,0057
MA;11;0,35;0,8833;0,0027
MA;11;0,35;0,9167;0,0011
MA;11;0,35;0,95;0,0003
MA;11;0,35;0,9833;0,0001
MA;11;0,3833;-0,85;0,0001
MA;11;0,3833;-0,8167;0,0003
MA;11;0,3833;-0,7833;0,0008
MA;11;0,3833;-0,75;0,0021
MA;11;0,3833;-0,7167;0,0045
MA;11;0,3833;-0,6833;0,0079
MA;11;0,3833;-0,65;0,0111
MA;11;0,3833;-0,6167;0,0128
MA;11;0,3833;-0,5833;0,0123
MA;11;0,3833;-0,55;0,0103
MA;11;0,3833;-0,5167;0,0086
MA;11;0,3833;-0,4833;0,0092
MA;11;0,3833;-0,45;0,0126
MA;11;0,3833;-0,4167;0,0177
MA;11;0,3833;-0,3833;0,0229
MA;11;0,3833;-0,35;0,0263
MA;11;0,3833;-0,3167;0,0269
MA;11;0,3833;-0,2833;0,0242
MA;11;0,3833;-0,25;0,0189
MA;11;0,3833;-0,2167;0,0126
MA;11;0,3833;-0,1833;0,007
MA;11;0,3833;-0,15;0,0032
MA;11;0,3833;-0,1167;0,0012
MA;11;0,3833;-0,0833;0,0004
MA;11;0,3833;-0,05;0,0001
MA;11;0,3833;0,05;0,0001
MA;11;0,3833;0,0833;0,0002
MA;11;0,3833;0,1167;0,0005
MA;11;0,3833;0,15;0,0012
MA;11;0,3833;0,1833;0,0021
MA;11;0,3833;0,2167;0,0033
MA;11;0,3833;0,25;0,0043
MA;11;0,3833;0,2833;0,005
MA;11;0,3833;0,3167;0,0057
MA;11;0,3833;0,35;0,007
MA;11;0,3833;0,3833;0,01
MA;11;0,3833;0,4167;0,0145
MA;11;0,3833;0,45;0,0189
MA;11;0,3833;0,4833;0,0206
MA;11;0,3833;0,5167;0,0185
MA;11;0,3833;0,55;0,0137
MA;11;0,3833;0,5833;0,0086
MA;11;0,3833;0,6167;0,0056
MA;11;0,3833;0,65;0,0051
MA;11;0,3833;0,6833;0,0066
MA;11;0,3833;0,7167;0,0085
MA;11;0,3833;0,75;0,0093
MA;11;0,3833;0,7833;0,0084
MA;11;0,3833;0,8167;0,0061
MA;11;0,3833;0,85;0,0036
MA;11;0,3833;0,8833;0,0017
MA;11;0,3833;0,9167;0,0007
MA;11;0,3833;0,95;0,0002
MA;11;0,3833;0,9833;0,0001
MA;11;0,4167;-0,8167;0,0001
MA;11;0,4167;-0,7833;0,0005
MA;11;0,4167;-0,75;0,0013
MA;11;0,4167;-0,7167;0,0029
MA;11;0,4167;-0,6833;0,0054
MA;11;0,4167;-0,65;0,008
MA;11;0,4167;-0,6167;0,0099
MA;11;0,4167;-0,5833;0,0102
MA;11;0,4167;-0,55;0,0095
MA;11;0,4167;-0,5167;0,0094
MA;11;0,4167;-0,4833;0,0117
MA;11;0,4167;-0,45;0,0173
MA;11;0,4167;-0,4167;0,0251
MA;11;0,4167;-0,3833;0,0328
MA;11;0,4167;-0,35;0,0381
MA;11;0,4167;-0,3167;0,0393
MA;11;0,4167;-0,2833;0,0356
MA;11;0,4167;-0,25;0,0279
MA;11;0,4167;-0,2167;0,0185
MA;11;0,4167;-0,1833;0,0103
MA;11;0,4167;-0,15;0,0048
MA;11;0,4167;-0,1167;0,0018
MA;11;0,4167;-0,0833;0,0006
MA;11;0,4167;-0,05;0,0001
MA;11;0,4167;0,05;0,0001
MA;11;0,4167;0,0833;0,0004
MA;11;0,4167;0,1167;0,0011
MA;11;0,4167;0,15;0,0024
MA;11;0,4167;0,1833;0,0044
MA;11;0,4167;0,2167;0,0067
MA;11;0,4167;0,25;0,0087
MA;11;0,4167;0,2833;0,0097
MA;11;0,4167;0,3167;0,0096
MA;11;0,4167;0,35;0,0094
MA;11;0,4167;0,3833;0,0101
MA;11;0,4167;0,4167;0,012
MA;11;0,4167;0,45;0,0143
MA;11;0,4167;0,4833;0,0151
MA;11;0,4167;0,5167;0,0134
MA;11;0,4167;0,55;0,0098
MA;11;0,4167;0,5833;0,0061
MA;11;0,4167;0,6167;0,0037
MA;11;0,4167;0,65;0,0031
MA;11;0,4167;0,6833;0,0037
MA;11;0,4167;0,7167;0,0047
MA;11;0,4167;0,75;0,0052
MA;11;0,4167;0,7833;0,0047
MA;11;0,4167;0,8167;0,0034
MA;11;0,4167;0,85;0,002
MA;11;0,4167;0,8833;0,001
MA;11;0,4167;0,9167;0,0004
MA;11;0,4167;0,95;0,0001
MA;11;0,45;-0,8167;0,0001
MA;11;0,45;-0,7833;0,0004
MA;11;0,45;-0,75;0,0011
MA;11;0,45;-0,7167;0,0026
MA;11;0,45;-0,6833;0,0051
MA;11;0,45;-0,65;0,0081
MA;11;0,45;-0,6167;0,0107
MA;11;0,45;-0,5833;0,0119
MA;11;0,45;-0,55;0,0117
MA;11;0,45;-0,5167;0,0119
MA;11;0,45;-0,4833;0,015
MA;11;0,45;-0,45;0,022
MA;11;0,45;-0,4167;0,0322
MA;11;0,45;-0,3833;0,0427
MA;11;0,45;-0,35;0,0504
MA;11;0,45;-0,3167;0,0526
MA;11;0,45;-0,2833;0,048
MA;11;0,45;-0,25;0,0377
MA;11;0,45;-0,2167;0,0251
MA;11;0,45;-0,1833;0,0139
MA;11;0,45;-0,15;0,0064
MA;11;0,45;-0,1167;0,0024
MA;11;0,45;-0,0833;0,0007
MA;11;0,45;-0,05;0,0002
MA;11;0,45;0,0167;0,0001
MA;11;0,45;0,05;0,0002
MA;11;0,45;0,0833;0,0007
MA;11;0,45;0,1167;0,0019
MA;11;0,45;0,15;0,0043
MA;11;0,45;0,1833;0,0078
MA;11;0,45;0,2167;0,012
MA;11;0,45;0,25;0,0155
MA;11;0,45;0,2833;0,0169
MA;11;0,45;0,3167;0,0161
MA;11;0,45;0,35;0,0137
MA;11;0,45;0,3833;0,0115
MA;11;0,45;0,4167;0,0104
MA;11;0,45;0,45;0,0104
MA;11;0,45;0,4833;0,0102
MA;11;0,45;0,5167;0,0087
MA;11;0,45;0,55;0,0063
MA;11;0,45;0,5833;0,0039
MA;11;0,45;0,6167;0,0023
MA;11;0,45;0,65;0,0017
MA;11;0,45;0,6833;0,0019
MA;11;0,45;0,7167;0,0023
MA;11;0,45;0,75;0,0025
MA;11;0,45;0,7833;0,0023
MA;11;0,45;0,8167;0,0017
MA;11;0,45;0,85;0,001
MA;11;0,45;0,8833;0,0005
MA;11;0,45;0,9167;0,0002
MA;11;0,45;0,95;0,0001
MA;11;0,4833;-0,8167;0,0001
MA;11;0,4833;-0,7833;0,0004
MA;11;0,4833;-0,75;0,0013
MA;11;0,4833;-0,7167;0,0031
MA;11;0,4833;-0,6833;0,0064
MA;11;0,4833;-0,65;0,0105
MA;11;0,4833;-0,6167;0,0143
MA;11;0,4833;-0,5833;0,0161
MA;11;0,4833;-0,55;0,0158
MA;11;0,4833;-0,5167;0,0154
MA;11;0,4833;-0,4833;0,018
MA;11;0,4833;-0,45;0,0255
MA;11;0,4833;-0,4167;0,0373
MA;11;0,4833;-0,3833;0,0504
MA;11;0,4833;-0,35;0,0608
MA;11;0,4833;-0,3167;0,0645
MA;11;0,4833;-0,2833;0,0594
MA;11;0,4833;-0,25;0,0469
MA;11;0,4833;-0,2167;0,0311
MA;11;0,4833;-0,1833;0,0172
MA;11;0,4833;-0,15;0,0079
MA;11;0,4833;-0,1167;0,0029
MA;11;0,4833;-0,0833;0,0009
MA;11;0,4833;-0,05;0,0002
MA;11;0,4833;-0,0167;0,0001
MA;11;0,4833;0,0167;0,0001
MA;11;0,4833;0,05;0,0004
MA;11;0,4833;0,0833;0,0011
MA;11;0,4833;0,1167;0,0031
MA;11;0,4833;0,15;0,0067
MA;11;0,4833;0,1833;0,0124
MA;11;0,4833;0,2167;0,0189
MA;11;0,4833;0,25;0,0243
MA;11;0,4833;0,2833;0,0265
MA;11;0,4833;0,3167;0,0247
MA;11;0,4833;0,35;0,0199
MA;11;0,4833;0,3833;0,0144
MA;11;0,4833;0,4167;0,0103
MA;11;0,4833;0,45;0,008
MA;11;0,4833;0,4833;0,0067
MA;11;0,4833;0,5167;0,0054
MA;11;0,4833;0,55;0,0039
MA;11;0,4833;0,5833;0,0024
MA;11;0,4833;0,6167;0,0013
MA;11;0,4833;0,65;0,0009
MA;11;0,4833;0,6833;0,0009
MA;11;0,4833;0,7167;0,001
MA;11;0,4833;0,75;0,0011
MA;11;0,4833;0,7833;0,001
MA;11;0,4833;0,8167;0,0007
MA;11;0,4833;0,85;0,0004
MA;11;0,4833;0,8833;0,0002
MA;11;0,4833;0,9167;0,0001
MA;11;0,5167;-0,8167;0,0002
MA;11;0,5167;-0,7833;0,0006
MA;11;0,5167;-0,75;0,0017
MA;11;0,5167;-0,7167;0,0041
MA;11;0,5167;-0,6833;0,0084
MA;11;0,5167;-0,65;0,014
MA;11;0,5167;-0,6167;0,0191
MA;11;0,5167;-0,5833;0,0214
MA;11;0,5167;-0,55;0,0206
MA;11;0,5167;-0,5167;0,0188
MA;11;0,5167;-0,4833;0,02
MA;11;0,5167;-0,45;0,0268
MA;11;0,5167;-0,4167;0,0393
MA;11;0,5167;-0,3833;0,0544
MA;11;0,5167;-0,35;0,0674
MA;11;0,5167;-0,3167;0,073
MA;11;0,5167;-0,2833;0,0682
MA;11;0,5167;-0,25;0,054
MA;11;0,5167;-0,2167;0,0359
MA;11;0,5167;-0,1833;0,0198
MA;11;0,5167;-0,15;0,009
MA;11;0,5167;-0,1167;0,0034
MA;11;0,5167;-0,0833;0,001
MA;11;0,5167;-0,05;0,0003
MA;11;0,5167;-0,0167;0,0001
MA;11;0,5167;0,0167;0,0001
MA;11;0,5167;0,05;0,0005
MA;11;0,5167;0,0833;0,0016
MA;11;0,5167;0,1167;0,0042
MA;11;0,5167;0,15;0,0094
MA;11;0,5167;0,1833;0,0171
MA;11;0,5167;0,2167;0,0262
MA;11;0,5167;0,25;0,0337
MA;11;0,5167;0,2833;0,0366
MA;11;0,5167;0,3167;0,0338
MA;11;0,5167;0,35;0,0267
MA;11;0,5167;0,3833;0,0183
MA;11;0,5167;0,4167;0,0114
MA;11;0,5167;0,45;0,0072
MA;11;0,5167;0,4833;0,0051
MA;11;0,5167;0,5167;0,0038
MA;11;0,5167;0,55;0,0028
MA;11;0,5167;0,5833;0,0017
MA;11;0,5167;0,6167;0,001
MA;11;0,5167;0,65;0,0005
MA;11;0,5167;0,6833;0,0004
MA;11;0,5167;0,7167;0,0004
MA;11;0,5167;0,75;0,0004
MA;11;0,5167;0,7833;0,0004
MA;11;0,5167;0,8167;0,0003
MA;11;0,5167;0,85;0,0002
MA;11;0,5167;0,8833;0,0001
MA;11;0,55;-0,85;0,0001
MA;11;0,55;-0,8167;0,0002
MA;11;0,55;-0,7833;0,0008
MA;11;0,55;-0,75;0,0022
MA;11;0,55;-0,7167;0,0053
MA;11;0,55;-0,6833;0,0106
MA;11;0,55;-0,65;0,0174
MA;11;0,55;-0,6167;0,0234
MA;11;0,55;-0,5833;0,026
MA;11;0,55;-0,55;0,0244
MA;11;0,55;-0,5167;0,0211
MA;11;0,55;-0,4833;0,0204
MA;11;0,55;-0,45;0,0259
MA;11;0,55;-0,4167;0,0382
MA;11;0,55;-0,3833;0,0545
MA;11;0,55;-0,35;0,0696
MA;11;0,55;-0,3167;0,0771
MA;11;0,55;-0,2833;0,073
MA;11;0,55;-0,25;0,0582
MA;11;0,55;-0,2167;0,0387
MA;11;0,55;-0,1833;0,0213
MA;11;0,55;-0,15;0,0096
MA;11;0,55;-0,1167;0,0036
MA;11;0,55;-0,0833;0,0011
MA;11;0,55;-0,05;0,0003
MA;11;0,55;-0,0167;0,0001
MA;11;0,55;0,0167;0,0002
MA;11;0,55;0,05;0,0006
MA;11;0,55;0,0833;0,0019
MA;11;0,55;0,1167;0,0052
MA;11;0,55;0,15;0,0114
MA;11;0,55;0,1833;0,0208
MA;11;0,55;0,2167;0,0318
MA;11;0,55;0,25;0,0409
MA;11;0,55;0,2833;0,0445
MA;11;0,55;0,3167;0,041
MA;11;0,55;0,35;0,0322
MA;11;0,55;0,3833;0,0217
MA;11;0,55;0,4167;0,0131
MA;11;0,55;0,45;0,0078
MA;11;0,55;0,4833;0,0053
MA;11;0,55;0,5167;0,0041
MA;11;0,55;0,55;0,0031
MA;11;0,55;0,5833;0,0021
MA;11;0,55;0,6167;0,0012
MA;11;0,55;0,65;0,0006
MA;11;0,55;0,6833;0,0003
MA;11;0,55;0,7167;0,0002
MA;11;0,55;0,75;0,0002
MA;11;0,55;0,7833;0,0001
MA;11;0,55;0,8167;0,0001
MA;11;0,55;0,85;0,0001
MA;11;0,5833;-0,85;0,0001
MA;11;0,5833;-0,8167;0,0003
MA;11;0,5833;-0,7833;0,0011
MA;11;0,5833;-0,75;0,0029
MA;11;0,5833;-0,7167;0,0066
MA;11;0,5833;-0,6833;0,0125
MA;11;0,5833;-0,65;0,0199
MA;11;0,5833;-0,6167;0,0261
MA;11;0,5833;-0,5833;0,0284
MA;11;0,5833;-0,55;0,026
MA;11;0,5833;-0,5167;0,0214
MA;11;0,5833;-0,4833;0,0193
MA;11;0,5833;-0,45;0,0233
MA;11;0,5833;-0,4167;0,0347
MA;11;0,5833;-0,3833;0,0512
MA;11;0,5833;-0,35;0,0675
MA;11;0,5833;-0,3167;0,0766
MA;11;0,5833;-0,2833;0,0734
MA;11;0,5833;-0,25;0,0588
MA;11;0,5833;-0,2167;0,0391
MA;11;0,5833;-0,1833;0,0215
MA;11;0,5833;-0,15;0,0097
MA;11;0,5833;-0,1167;0,0036
MA;11;0,5833;-0,0833;0,0011
MA;11;0,5833;-0,05;0,0003
MA;11;0,5833;-0,0167;0,0001
MA;11;0,5833;0,0167;0,0002
MA;11;0,5833;0,05;0,0006
MA;11;0,5833;0,0833;0,0021
MA;11;0,5833;0,1167;0,0055
MA;11;0,5833;0,15;0,0122
MA;11;0,5833;0,1833;0,0223
MA;11;0,5833;0,2167;0,0341
MA;11;0,5833;0,25;0,0438
MA;11;0,5833;0,2833;0,0475
MA;11;0,5833;0,3167;0,0438
MA;11;0,5833;0,35;0,0344
MA;11;0,5833;0,3833;0,0233
MA;11;0,5833;0,4167;0,0144
MA;11;0,5833;0,45;0,0093
MA;11;0,5833;0,4833;0,0071
MA;11;0,5833;0,5167;0,0062
MA;11;0,5833;0,55;0,0051
MA;11;0,5833;0,5833;0,0036
MA;11;0,5833;0,6167;0,0021
MA;11;0,5833;0,65;0,001
MA;11;0,5833;0,6833;0,0004
MA;11;0,5833;0,7167;0,0002
MA;11;0,5833;0,75;0,0001
MA;11;0,5833;0,7833;0,0001
MA;11;0,5833;0,8167;0,0001
MA;11;0,6167;-0,85;0,0001
MA;11;0,6167;-0,8167;0,0005
MA;11;0,6167;-0,7833;0,0015
MA;11;0,6167;-0,75;0,0038
MA;11;0,6167;-0,7167;0,008
MA;11;0,6167;-0,6833;0,0142
MA;11;0,6167;-0,65;0,0214
MA;11;0,6167;-0,6167;0,0269
MA;11;0,6167;-0,5833;0,0283
MA;11;0,6167;-0,55;0,0251
MA;11;0,6167;-0,5167;0,0199
MA;11;0,6167;-0,4833;0,0168
MA;11;0,6167;-0,45;0,0197
MA;11;0,6167;-0,4167;0,03
MA;11;0,6167;-0,3833;0,046
MA;11;0,6167;-0,35;0,0625
MA;11;0,6167;-0,3167;0,0722
MA;11;0,6167;-0,2833;0,0698
MA;11;0,6167;-0,25;0,0561
MA;11;0,6167;-0,2167;0,0373
MA;11;0,6167;-0,1833;0,0204
MA;11;0,6167;-0,15;0,0091
MA;11;0,6167;-0,1167;0,0034
MA;11;0,6167;-0,0833;0,001
MA;11;0,6167;-0,05;0,0003
MA;11;0,6167;-0,0167;0,0001
MA;11;0,6167;0,0167;0,0002
MA;11;0,6167;0,05;0,0006
MA;11;0,6167;0,0833;0,002
MA;11;0,6167;0,1167;0,0053
MA;11;0,6167;0,15;0,0116
MA;11;0,6167;0,1833;0,0212
MA;11;0,6167;0,2167;0,0322
MA;11;0,6167;0,25;0,0413
MA;11;0,6167;0,2833;0,0447
MA;11;0,6167;0,3167;0,0413
MA;11;0,6167;0,35;0,0326
MA;11;0,6167;0,3833;0,0226
MA;11;0,6167;0,4167;0,0151
MA;11;0,6167;0,45;0,0114
MA;11;0,6167;0,4833;0,0104
MA;11;0,6167;0,5167;0,01
MA;11;0,6167;0,55;0,0086
MA;11;0,6167;0,5833;0,0062
MA;11;0,6167;0,6167;0,0037
MA;11;0,6167;0,65;0,0018
MA;11;0,6167;0,6833;0,0008
MA;11;0,6167;0,7167;0,0004
MA;11;0,6167;0,75;0,0002
MA;11;0,6167;0,7833;0,0001
MA;11;0,6167;0,8167;0,0001
MA;11;0,6167;0,85;0,0001
MA;11;0,65;-0,8833;0,0001
MA;11;0,65;-0,85;0,0002
MA;11;0,65;-0,8167;0,0008
MA;11;0,65;-0,7833;0,0022
MA;11;0,65;-0,75;0,0051
MA;11;0,65;-0,7167;0,0099
MA;11;0,65;-0,6833;0,0162
MA;11;0,65;-0,65;0,0226
MA;11;0,65;-0,6167;0,0267
MA;11;0,65;-0,5833;0,0266
MA;11;0,65;-0,55;0,0225
MA;11;0,65;-0,5167;0,017
MA;11;0,65;-0,4833;0,0138
MA;11;0,65;-0,45;0,016
MA;11;0,65;-0,4167;0,0253
MA;11;0,65;-0,3833;0,0402
MA;11;0,65;-0,35;0,0558
MA;11;0,65;-0,3167;0,0652
MA;11;0,65;-0,2833;0,0633
MA;11;0,65;-0,25;0,0508
MA;11;0,65;-0,2167;0,0335
MA;11;0,65;-0,1833;0,0182
MA;11;0,65;-0,15;0,0081
MA;11;0,65;-0,1167;0,003
MA;11;0,65;-0,0833;0,0009
MA;11;0,65;-0,05;0,0002
MA;11;0,65;-0,0167;0,0001
MA;11;0,65;0,0167;0,0002
MA;11;0,65;0,05;0,0006
MA;11;0,65;0,0833;0,0018
MA;11;0,65;0,1167;0,0047
MA;11;0,65;0,15;0,0101
MA;11;0,65;0,1833;0,0181
MA;11;0,65;0,2167;0,0272
MA;11;0,65;0,25;0,0346
MA;11;0,65;0,2833;0,0373
MA;11;0,65;0,3167;0,0344
MA;11;0,65;0,35;0,0274
MA;11;0,65;0,3833;0,0199
MA;11;0,65;0,4167;0,0151
MA;11;0,65;0,45;0,0139
MA;11;0,65;0,4833;0,0148
MA;11;0,65;0,5167;0,0152
MA;11;0,65;0,55;0,0134
MA;11;0,65;0,5833;0,0098
MA;11;0,65;0,6167;0,0059
MA;11;0,65;0,65;0,003
MA;11;0,65;0,6833;0,0014
MA;11;0,65;0,7167;0,0008
MA;11;0,65;0,75;0,0005
MA;11;0,65;0,7833;0,0004
MA;11;0,65;0,8167;0,0003
MA;11;0,65;0,85;0,0002
MA;11;0,65;0,8833;0,0001
MA;11;0,6833;-0,8833;0,0001
MA;11;0,6833;-0,85;0,0004
MA;11;0,6833;-0,8167;0,0011
MA;11;0,6833;-0,7833;0,0031
MA;11;0,6833;-0,75;0,0067
MA;11;0,6833;-0,7167;0,0124
MA;11;0,6833;-0,6833;0,0189
MA;11;0,6833;-0,65;0,0243
MA;11;0,6833;-0,6167;0,0264
MA;11;0,6833;-0,5833;0,0244
MA;11;0,6833;-0,55;0,0193
MA;11;0,6833;-0,5167;0,0137
MA;11;0,6833;-0,4833;0,0108
MA;11;0,6833;-0,45;0,0129
MA;11;0,6833;-0,4167;0,0212
MA;11;0,6833;-0,3833;0,0347
MA;11;0,6833;-0,35;0,0488
MA;11;0,6833;-0,3167;0,0572
MA;11;0,6833;-0,2833;0,0553
MA;11;0,6833;-0,25;0,044
MA;11;0,6833;-0,2167;0,0287
MA;11;0,6833;-0,1833;0,0154
MA;11;0,6833;-0,15;0,0068
MA;11;0,6833;-0,1167;0,0024
MA;11;0,6833;-0,0833;0,0007
MA;11;0,6833;-0,05;0,0002
MA;11;0,6833;-0,0167;0,0001
MA;11;0,6833;0,0167;0,0001
MA;11;0,6833;0,05;0,0005
MA;11;0,6833;0,0833;0,0016
MA;11;0,6833;0,1167;0,004
MA;11;0,6833;0,15;0,0084
MA;11;0,6833;0,1833;0,0146
MA;11;0,6833;0,2167;0,0214
MA;11;0,6833;0,25;0,0266
MA;11;0,6833;0,2833;0,0282
MA;11;0,6833;0,3167;0,0257
MA;11;0,6833;0,35;0,0208
MA;11;0,6833;0,3833;0,0163
MA;11;0,6833;0,4167;0,0147
MA;11;0,6833;0,45;0,0164
MA;11;0,6833;0,4833;0,0195
MA;11;0,6833;0,5167;0,0207
MA;11;0,6833;0,55;0,0186
MA;11;0,6833;0,5833;0,0137
MA;11;0,6833;0,6167;0,0085
MA;11;0,6833;0,65;0,0046
MA;11;0,6833;0,6833;0,0026
MA;11;0,6833;0,7167;0,0017
MA;11;0,6833;0,75;0,0014
MA;11;0,6833;0,7833;0,0011
MA;11;0,6833;0,8167;0,0007
MA;11;0,6833;0,85;0,0004
MA;11;0,6833;0,8833;0,0002
MA;11;0,6833;0,9167;0,0001
MA;11;0,7167;-0,8833;0,0001
MA;11;0,7167;-0,85;0,0005
MA;11;0,7167;-0,8167;0,0015
MA;11;0,7167;-0,7833;0,004
MA;11;0,7167;-0,75;0,0085
MA;11;0,7167;-0,7167;0,0151
MA;11;0,7167;-0,6833;0,0219
MA;11;0,7167;-0,65;0,0264
MA;11;0,7167;-0,6167;0,0267
MA;11;0,7167;-0,5833;0,0227
MA;11;0,7167;-0,55;0,0165
MA;11;0,7167;-0,5167;0,0109
MA;11;0,7167;-0,4833;0,0083
MA;11;0,7167;-0,45;0,0104
MA;11;0,7167;-0,4167;0,0179
MA;11;0,7167;-0,3833;0,0297
MA;11;0,7167;-0,35;0,042
MA;11;0,7167;-0,3167;0,0489
MA;11;0,7167;-0,2833;0,0467
MA;11;0,7167;-0,25;0,0367
MA;11;0,7167;-0,2167;0,0236
MA;11;0,7167;-0,1833;0,0125
MA;11;0,7167;-0,15;0,0054
MA;11;0,7167;-0,1167;0,0019
MA;11;0,7167;-0,0833;0,0006
MA;11;0,7167;-0,05;0,0001
MA;11;0,7167;-0,0167;0,0001
MA;11;0,7167;0,0167;0,0002
MA;11;0,7167;0,05;0,0006
MA;11;0,7167;0,0833;0,0017
MA;11;0,7167;0,1167;0,0039
MA;11;0,7167;0,15;0,0077
MA;11;0,7167;0,1833;0,0125
MA;11;0,7167;0,2167;0,0172
MA;11;0,7167;0,25;0,0201
MA;11;0,7167;0,2833;0,0203
MA;11;0,7167;0,3167;0,018
MA;11;0,7167;0,35;0,0147
MA;11;0,7167;0,3833;0,0128
MA;11;0,7167;0,4167;0,014
MA;11;0,7167;0,45;0,0182
MA;11;0,7167;0,4833;0,023
MA;11;0,7167;0,5167;0,0251
MA;11;0,7167;0,55;0,0228
MA;11;0,7167;0,5833;0,0171
MA;11;0,7167;0,6167;0,0111
MA;11;0,7167;0,65;0,0067
MA;11;0,7167;0,6833;0,0045
MA;11;0,7167;0,7167;0,0036
MA;11;0,7167;0,75;0,0031
MA;11;0,7167;0,7833;0,0025
MA;11;0,7167;0,8167;0,0018
MA;11;0,7167;0,85;0,001
MA;11;0,7167;0,8833;0,0005
MA;11;0,7167;0,9167;0,0002
MA;11;0,7167;0,95;0,0001
MA;11;0,75;-0,8833;0,0001
MA;11;0,75;-0,85;0,0006
MA;11;0,75;-0,8167;0,0018
MA;11;0,75;-0,7833;0,0047
MA;11;0,75;-0,75;0,01
MA;11;0,75;-0,7167;0,0172
MA;11;0,75;-0,6833;0,0242
MA;11;0,75;-0,65;0,0281
MA;11;0,75;-0,6167;0,0269
MA;11;0,75;-0,5833;0,0214
MA;11;0,75;-0,55;0,0145
MA;11;0,75;-0,5167;0,0088
MA;11;0,75;-0,4833;0,0064
MA;11;0,75;-0,45;0,0083
MA;11;0,75;-0,4167;0,0149
MA;11;0,75;-0,3833;0,025
MA;11;0,75;-0,35;0,0351
MA;11;0,75;-0,3167;0,0405
MA;11;0,75;-0,2833;0,0382
MA;11;0,75;-0,25;0,0295
MA;11;0,75;-0,2167;0,0186
MA;11;0,75;-0,1833;0,0096
MA;11;0,75;-0,15;0,0041
MA;11;0,75;-0,1167;0,0014
MA;11;0,75;-0,0833;0,0004
MA;11;0,75;-0,05;0,0001
MA;11;0,75;-0,0167;0,0001
MA;11;0,75;0,0167;0,0002
MA;11;0,75;0,05;0,0008
MA;11;0,75;0,0833;0,0021
MA;11;0,75;0,1167;0,0047
MA;11;0,75;0,15;0,0085
MA;11;0,75;0,1833;0,0127
MA;11;0,75;0,2167;0,016
MA;11;0,75;0,25;0,017
MA;11;0,75;0,2833;0,0156
MA;11;0,75;0,3167;0,0128
MA;11;0,75;0,35;0,0103
MA;11;0,75;0,3833;0,0099
MA;11;0,75;0,4167;0,0128
MA;11;0,75;0,45;0,0185
MA;11;0,75;0,4833;0,0243
MA;11;0,75;0,5167;0,027
MA;11;0,75;0,55;0,0249
MA;11;0,75;0,5833;0,0194
MA;11;0,75;0,6167;0,0136
MA;11;0,75;0,65;0,0096
MA;11;0,75;0,6833;0,0077
MA;11;0,75;0,7167;0,007
MA;11;0,75;0,75;0,0064
MA;11;0,75;0,7833;0,0052
MA;11;0,75;0,8167;0,0036
MA;11;0,75;0,85;0,0021
MA;11;0,75;0,8833;0,001
MA;11;0,75;0,9167;0,0004
MA;11;0,75;0,95;0,0001
MA;11;0,7833;-0,8833;0,0002
MA;11;0,7833;-0,85;0,0006
MA;11;0,7833;-0,8167;0,0019
MA;11;0,7833;-0,7833;0,005
MA;11;0,7833;-0,75;0,0104
MA;11;0,7833;-0,7167;0,0178
MA;11;0,7833;-0,6833;0,0247
MA;11;0,7833;-0,65;0,028
MA;11;0,7833;-0,6167;0,026
MA;11;0,7833;-0,5833;0,0199
MA;11;0,7833;-0,55;0,0127
MA;11;0,7833;-0,5167;0,0072
MA;11;0,7833;-0,4833;0,005
MA;11;0,7833;-0,45;0,0066
MA;11;0,7833;-0,4167;0,012
MA;11;0,7833;-0,3833;0,0201
MA;11;0,7833;-0,35;0,0281
MA;11;0,7833;-0,3167;0,0321
MA;11;0,7833;-0,2833;0,0299
MA;11;0,7833;-0,25;0,0227
MA;11;0,7833;-0,2167;0,0141
MA;11;0,7833;-0,1833;0,0071
MA;11;0,7833;-0,15;0,003
MA;11;0,7833;-0,1167;0,001
MA;11;0,7833;-0,0833;0,0003
MA;11;0,7833;-0,05;0,0001
MA;11;0,7833;-0,0167;0,0001
MA;11;0,7833;0,0167;0,0003
MA;11;0,7833;0,05;0,0011
MA;11;0,7833;0,0833;0,0029
MA;11;0,7833;0,1167;0,0062
MA;11;0,7833;0,15;0,0108
MA;11;0,7833;0,1833;0,0154
MA;11;0,7833;0,2167;0,018
MA;11;0,7833;0,25;0,0175
MA;11;0,7833;0,2833;0,0143
MA;11;0,7833;0,3167;0,0105
MA;11;0,7833;0,35;0,0078
MA;11;0,7833;0,3833;0,0078
MA;11;0,7833;0,4167;0,0111
MA;11;0,7833;0,45;0,0169
MA;11;0,7833;0,4833;0,0228
MA;11;0,7833;0,5167;0,0258
MA;11;0,7833;0,55;0,0246
MA;11;0,7833;0,5833;0,0206
MA;11;0,7833;0,6167;0,0164
MA;11;0,7833;0,65;0,0138
MA;11;0,7833;0,6833;0,013
MA;11;0,7833;0,7167;0,0127
MA;11;0,7833;0,75;0,0117
MA;11;0,7833;0,7833;0,0096
MA;11;0,7833;0,8167;0,0066
MA;11;0,7833;0,85;0,0038
MA;11;0,7833;0,8833;0,0018
MA;11;0,7833;0,9167;0,0007
MA;11;0,7833;0,95;0,0002
MA;11;0,7833;0,9833;0,0001
MA;11;0,8167;-0,8833;0,0001
MA;11;0,8167;-0,85;0,0006
MA;11;0,8167;-0,8167;0,0018
MA;11;0,8167;-0,7833;0,0046
